username,usercomment
微信用户1470541772739987,[赞]
腾讯用户147124163112929,支持杨洋
腾讯用户1464502111917861,[赞]
我笑他人看不穿-,毛晓彤演的很逼真呀，天然萌哈
腾讯用户147208809730437,23333
腾讯用户1472011625733473,杨洋演的肖奈神还原  太帅了！！！！！！
笑之永恒48158249,小爽太瘦了，心疼，胖点好看
向日葵52330157,这广告植入的，我也是醉了
腾讯用户14719953207123,孟怡然凭什么有权利左右别人啊，那个下属也真是够了，也是坐独立办公室的人，看那样，都快被吓死了，真是的
伸手却勾不到,郑爽演得贝薇薇无人能超越，支持郑爽
无恙55525693,新倩女幽魂online 手游版好像也有一笑奈何 在洛神赋区
腾讯用户147124163112929,杨洋太帅了，太适合肖奈了
土豆用户_789661143,"微微毁了额[愤怒]导演组还我一个身材火辣的贝微微
看在我肖奈大神木有毁掉的份上[稀饭]
就免强接受吧"
腾讯用户1464502111917861,[赞]
静怡美妹,两分两秒的广告😂
来自南极的我,杨洋版的肖奈比井柏然版的好看
LUNA_HSU89,主角光环太强，太假，太装逼，
桃夭夭21034096,好看
腾讯用户1468628175564298,我没有会员还不用广告好爽，小爽小爽我爱你
微博用户1470031029514349,讨厌周杰伦代言的这个广告，打扰人看大神
微信用户1471917938638603,郑爽这部电视剧是有始以来最好看的一部
xiaobu1992,1
优酷用户1462800443473675,很好看，支持小爽和杨洋
蒴爷,好看的不要不要的……
时光飞逝06926644,孟逸然真贱←_←心机婊啊！人家贝微微有没有惹她，还说贝微微最会迷惑人了，我看她才是外表装纯洁的绿茶婊😒切╯﹏╰肖奈根本不喜欢她，还自作多情
腾讯用户1471949159642879,好有爱啊，[雷婷_害羞]
微信用户1472003393837193,郑爽到底怎么想的 又跟胡彦斌复合了？都怪你们说张瀚丑[笑cry]
Eva74100798,比电影好看，虽然我没看过电影，但是电影的两个主演我觉得不符合原著。还是杨洋和郑爽的组合最符合原著啊，太好看了，看几遍都不厌！！！
腾讯用户1468425198737188,杨洋好帅 希望他越走越远
Luckydog18965002,啊，贝微微桌子上的纸巾盒跟我家的一模一样耶☺
julychang,笑死了
入戏入心ヅ,游戏头盔什么时候能研发出来
微信用户1471252195746717,好看好看不过杨洋对女主是一见钟情吗嘛
无名指15587368,杨洋好帅啊，花痴脸
腾讯用户1468425198737188,好喜欢
优酷用户1470392211955498,杨洋好帅😍😍😍
傆倈佷菰僤31547750,共有几集啊
第八秒的忘记,好喜欢
腾讯用户146908875134416,那个笑话孟什么然的说话好怪啊，牙没长好的感觉，不喜欢绿茶婊
恋上水的味道,“再打一场，刚刚手下留情了！”腹黑小王子啊！！[稀饭][稀饭][稀饭][稀饭]
优酷用户1470738441031971,杨洋肖奈苏一脸，真的太帅啦
我的视频华平,欢天喜地 乌龙啊
微信用户1469112758038441,为什么会播放错误！投诉！
优酷用户1471875619493754,这100秒广告，也是醉了，还好都是我洋的
腾讯用户1472087911559231,喜欢微微一笑很倾城，不会像那些剧一样，吊胃口，吊到不想看
腾讯用户1472050492118272,男的帅  女的美  真是太喜欢啦  [赞]
luoyangerika,杨洋游戏里的发型是得罪造型师了嘛[汗]
微信用户1471245824990740,基本每天都得看微微
腾讯用户1467803179413113,为啥杨洋代言的零食广告是百草味的[搞笑][搞笑][搞笑]
淡蓝色秋风94578149,有木有感觉二喜装扮最美
腾讯用户1471883384352409,每天看好几遍，我是不是中了微微的情毒[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][at]郑爽[/at]
爱泡鱼的猫咪,看过原著的赞我[赞]
腾讯用户1471666161711552,郑爽太瘦了，[流尘_汗]
风中的玫瑰86607502,杨洋好帅[稀饭]
腾讯用户1472087881720251,更新好快好喜欢
怀念微笑87371133,断了一天的网，今天终于有网了，第一件事就是打开优酷看微微，哎呀，我的妈呀，太好看了，喜欢贝微微，喜欢郑爽
四叶草81338655,非常好看
腾讯用户146277858016671,太好看了好久没有看到不舍得快进的剧了。
优酷院线622704,啊，郑爽太瘦了，看起来好难受
腾讯用户1472030862245178,杨洋好帅啊😱😱，演的也很好💓
程又青41112283,还原度挺高的，几年前看的小说，有拿出来重温，看小说的进度比电视快乐一点
习惯习惯就好58800420,为郑爽而来
腾讯用户1462964742102954,当杨洋说再打一场时好帅
您真搞siao,杨洋竟然有腿毛
闻83887404,这个是唯一的一部我没有打开弹幕的电视，俺，看的很舒服，看其他电视剧的时候老是想看评弹幕，觉得弹幕比电视剧情好看，总体来说这部电视剧拍的很成功
腾讯用户146277858016671,宝宝表示一天两集不够看的
腾讯用户1471872657747354,。。
匪首老大,广告好长啊
乜許18941500,感觉毛晓彤演技最好啊
土豆用户_439911906,我觉得郑爽这部剧演技真的提升好多啊，很棒[赞]
优酷院线62326379,太梦幻了，喜欢大神
BabySa莎47815390,喜欢郑爽，不过更喜欢杨洋
土豆用户_398274675,杨洋演的特别好
Ifyou30197191,广告好多啊
婉兮清扬！,除了古装郑爽没有杨颖帅气，其他都比电影好
蝶舞冰人,洋洋为啥老是那么僵硬
夜空下的雪花49821865,真好看[赞][赞][赞][赞][稀饭][稀饭][稀饭][稀饭]
寻梦少年94506972,好开心，天天都更新，总比一个星期更新2集强得多
腾讯用户1471518221129629,肖奈太帅了，郑爽和肖奈简直就是天生一对
优酷用户1469670677888717,广告……呵呵了
优酷用户1470883404316568,赞
腾讯用户80071919,杨洋耳朵是红的！！！
微信用户1468849329021514,除了觉得这个广告时间太长之外根本就没意见了[赞]
优酷用户1466117186046384,好看啊。。。超级好看
腾讯用户1471313145230976,杨洋在微微一笑很倾城里面演的好帅呀
腾讯用户1469685894239161,我在想郑爽应该换造型师了，这衣服都什么鬼？而且大瘦了不适合穿这种衣服显得更瘦，造型不好看，头发也是就不能弄得飘飘然一点吗？[愤怒]
梦幻公主57400210,"我滴广告全是
杨洋"
微信用户1471977534554261,两集不够看啊，
优酷用户1466117186046384,1
DivXPro90693507,为什么 我是会员，还是有广告呀！！！这么长的广告，怎么消除
唯诺89362705,杨洋真是帅了观看者一脸
腾讯用户1472013834698500,赞
腾讯用户1472001451032614,杨洋演的肖奈把我的少女心都苏醒了[稀饭][稀饭][稀饭]
waiveU88,都是一个小说拍的…你说呢？
微信用户1472087916208819,郑爽好美
腾讯用户1472002581451554,杨洋郑爽很配
腾讯用户1471052224277394,爱杨洋，完全是我心中的大神！
腾讯用户1472087539234479,曹光就是个四眼仔。怂包
腾讯用户1472087861640920,倩女幽魂很好玩吗
优酷用户1471909506300752,小爽演的很好，看的我都跟着流泪了
似懂非懂11560539,那是孟逸然
裙角轻扬01206576,郑爽太瘦了，看着好心疼
日月心71871401,杨洋太帅了
优酷用户1469670677888717,广告可以定成30秒左右吗，这也太长了吧！无语
錯鐹了鼕天,杨洋好帅，特别是在周一见上，帅我一脸。
开心果95152628,比小雨妖妖的跟班还丑，小雨妖妖还比她好看
腾讯用户1461557002355506,支持郑爽贝微微，怎样都喜欢你[赞]
腾讯用户1471956566386501,每天更新两集，棒棒哒
腾讯用户1468316267237748,杨洋那眼神好棒，郑爽好美啊。他们真般配[稀饭]
____23751731,略略略
腾讯用户147208781704230,开会员看全集的话，我马上开
腾讯用户1469575982722758,等广告的时候才来看这个的举手[搞怪]
腾讯用户1472044017757990,为什么杨洋一个阳光男孩总演冷？的角色呢
土豆用户_790319854,会员也要看广告？？？？？
____23751731,还什么校花，只会噘嘴瞪眼睛，呕
夜斗49636496,已经不能愉快的玩耍了，优酷君[无语]
浩方i,看见一群粉丝说郑爽演技好，我他妈都觉得尴尬死了
微信用户1472087788866904,比电影更细腻。
腾讯用户1467704841586829,广告太讨厌了
微信用户1470219211856947,讨厌广告[吐]
腾讯用户1470906336402608,微微好看，大神好帅，二喜好萌，曹光耍帅，祝有情人终生眷属
青春与梦62513107,这不很明显吗傻呗
微信用户1472006380087795,好多跟微微一笑很倾城的电影相似
腾讯用户1472087725790908,好看！！！奔杨洋来的！！就是希望这绝宠文不要改成什么爱情虐恋文[稀饭][稀饭][稀饭]
丿佛爷灬,打斗场面和特效辣眼睛！😂😂😂
腾讯用户1469438107356404,广告好多都是杨洋代言的
腾讯用户1472009057998500,郑爽美美哒   杨洋帅呆了
优酷用户1471926466497881,哪呢😂
微信用户1466140638352502,杨洋演的太好了，大神好苏啊，原音太赞了，低音炮苏一脸[稀饭]
时光飞逝06926644,讨厌曹光(T ^ T)
优酷用户1472087703863298,喜欢爽跟洋在一起，好配，每天追剧
碎琉璃53470482,杨洋演技到位啊啊啊
微信用户1472005905986683,微微学姐好美[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
腾讯用户1469104765603382,广告好久阿！希望广告少一点
小吴姐姐,[呆怒]
不离不弃纯属童言无忌44442966,娜娜好坏
____23751731,那个孟浩然长得好显老啊
阳光正好34507734,广告我也是醉了，这么长
优酷用户780987767,用电脑客户端看没有广告
小吴姐姐,恩恩
腾讯用户1234510935949,对
微信用户1472005905986683,郑爽郑爽郑爽
土豆用户_723757493,杨洋  男神  太帅了
土豆用户_723820629,郑爽杨洋都演的超级好！
微博用户1471939088935603,郑爽本来就是美啊！耐看型的，越看越美了~（话说我也是从一点都不喜欢流星雨到现在看着挺好的人）
腾讯用户1467929573161499,大愛郑爽加油
夜斗49636496,为什么老说视频故障啊，什么鬼
迷鹿67756306,优酷的广告时间也是醉了
腾讯用户1472005146148726,我洋太帅了。[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
微信用户146129966018752,会员能看全集吗？
明日之星85804603,"好好好好好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
晓得"
吧啦99356514,港真，最爱杨洋的红楼梦和这部了
支付宝用户1472019918647830,爱爽，
开心果95152628,我也没有，我是用电脑里的优酷PC客户端，都不要广告的
土豆用户_454727748,护妻狂魔已上线
宅到深处自然萌70224608,郑爽除了用键盘看起来真的是在演之外其他都很好啊233
土豆用户_379665950,好看死了，每天追
安可74548582,杨洋和郑爽好配啊，正如肖奈和贝微微一样，男帅女美
Eva74100798,演肖教授的真的是杨洋的爸爸吗？好像父子啊
从简18954027,整个剧都特别棒，就是觉得古装奈何头发有点高。
腾讯用户1468721785009704,这个剧太好看了😍   好喜欢杨洋和郑爽啊😊
17AIMV,这键盘用的。。你们在打什么字啊。。。。
陌路68153163,广告太多，太长，不开心
没有什么离开是该不该,这部剧差评很少哎！推荐
腾讯用户1465091852258964,杨洋和郑爽好配啊！
优酷用户1467240954524945,好好看
幻彩朵蓝,肖大神快点跟微微见面啊
猫腻55442645,好喜欢肖奈大神虐曹光那个片段，太帅了！
赞一笑倾城,傻笑傻笑傻笑中
腾讯用户1465958345089235,提高收视率
鬼鬼95209113,再打一场，刚刚手下留情了～杨总威武，帅爆了
?chi?饭 shu,喜欢 郑爽
土豆用户_752919636,杨洋你怎么能那么帅[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][赞][赞][赞]
闻83887404,这部电视剧拍的特别不错整体，剧情很紧凑，演员诠释的非常到位，总体来说严谨温和，让人看了第一集就想看第二集，有那种看下去的欲望，很少碰到这样的电视剧了，看到这个就想到了电影版那效果惨不忍睹呀
腾讯用户1471999370131717,真希望现实中他们也是如此呀，，，，，
腾讯用户147200581326691,郑爽好瘦但好美，杨洋太帅了 ，给他两狂赞 。
腾讯用户14694184371637,广告也太长了吧
腾讯用户1471666161711552,广告俺恨你
腾讯用户1465958345089235,加油，咩咩，大家自动点赞，评论，发弹幕
哦也也也也耶,这部剧的音乐特别地应景啊，很搭剧情！
你了解我吗31354923,杨洋帅晕我了
开心果95152628,你看的好仔细，，，，，
走过时间69977531,我是奔小爽和原著来的，可是被杨洋圈饭了😂😂😂
阳光正好34507734,杨洋帅的不要不要的
优酷用户1471227484279979,爽爽好漂亮呀，舔屏
腾讯用户1471932368967334,剧情很棒神还原原著，郑爽杨洋演的都很棒，希望后面还是一样，不要敷衍
腾讯用户1472014418704480,爱贝微微，[稀饭][赞]
累觉不爱66553074,我没广告
腾讯用户1471950905222423,杨洋好棒！！！
学神10068654,我觉得她都没有自己的小跟班好看
开心果95152628,太好看了，这已经列入我最喜欢的一部电视剧中了
猪猪侠15192003,[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]杨洋，爱杨洋❤️
夜斗49636496,为什么今天的5.6集，我把广告看完了，它却告诉我视频出错，什么鬼
土豆用户_830828454,喜欢杨洋，
一枚安静的咸鸭蛋,看脸的时代啊
猫有九条命只有一颗心76042749,这个广告是一集比一集长→_→
腾讯用户1472087530623878,太不要脸了，，广告时间这么长
腾讯用户1472087375628149,真心喜欢这个剧，晚上在电视看一遍，第二天又追一遍。呵呵。
优酷用户146336243672019,大神这衣服说换就换啊  前后这么短的时间  这毛衣就换啦？不过我喜欢  哈哈哈哈哈哈哈哈哈哈哈哈
亭子唐,会员也有广告什么鬼
ykapp_o227gyon,已中毒
优酷用户858792517,棒棒哒
ericssonbjaction,"1[at]Angelia05304065[/at]:作为原著粉，我坚定了""杨洋就是肖奈，郑爽就是微微""的信心。"
程又青41112283,难追的剧，都学韩剧了，每个星期更新两次，装逼么，还是比较喜欢微微一笑，喜欢这样的每天都更新两集
ykapp_o227gyon,和小说一样     超赞
腾讯用户1468674989203570,电视剧比电影好看
mob_15659332526,第五集怎么感觉和前面的重复了
雷诺-卡奇,杨洋腿毛好长
忆昔瞳里放映着唯一的你98358245,小爽加油
李小龙zaishi,我怎么有一瞬间觉得洋洋像张翰那
腾讯用户1472087301840323,杨洋和郑爽好配[赞]
土豆用户_427001272,小爽棒棒哒
腾讯用户1472081636483478,这个拍的比剑三藏剑山庄好，希望后边的剧情不要敷衍，不然就浪费了这部电视剧了
优酷用户1465357836177792,怎么说呢！杨洋很不错，郑爽演技有提升，请大家不要骂爽，她很努力的在改变自己！所以支持她一下，她可能会更好，而你的一句辱骂，你又能开心多少呢？我不是谁的粉丝，就是觉的大家都很好啊！[小猪卖萌]
腾讯用户14719693764630,贝微微是性感美过校花，郑爽是用清纯美过校花
阿哈哈哈哈06401341,杨洋 你太肖奈了  郑爽你特别贝微微
豆49868177,郑爽和杨洋长的真好看
Soga42,播放错误什么鬼
腾讯用户1470193177715392,广告播完就给我卡住，然后从新播广告[愤怒][愤怒]
微信用户1471396122542207,杨洋太帅啦
微博用户1472019501184844,真不就知道当初校花是怎么选的，孟也算校花，我觉得微微她们宿舍里随便一个人就能把他秒杀
微信用户1472087446790272,超稀饭，真希望爽和洋能在一起，真的很般配啊啊啊啊啊啊啊啊啊啊啊[稀饭][稀饭][稀饭][稀饭][稀饭]
小萱&吴,打篮球那段，肖奈说再来一场，刚刚手下留情了，那表情！太帅了有木有！
腾讯用户1472087450939639,有多少人因为看微微一笑而去玩倩女幽魂的阿
Why90462816,这广告也太多了吧[难过][难过][难过][难过]
腾讯用户1471914703341505,爱爽爽就是爱爽爽[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
笨小孩40012392,我能说我的广告只有半分钟嘛
坐待花落时,昨晚在电视上看了这一点 然后说了一句 此山是我开 此树是我栽 要想从此过 留下男人来 然后父亲大人 被吓到了 心好痛
优酷用户1470009625475235,两分钟的广告都被杨咩咩承包了
微信用户1472005399376408,赞，杨洋真心适合肖奈这个角色跟小说里的想像一样，微微的话郑爽演的不错就是感觉不太像小说里面的微微呀。有点可惜…
腾讯用户1472087368586577,好喜欢郑爽和杨洋  [稀饭]
渲染你的笑i72214304,在开播前几天买到了小说，熬夜看完的，杨样真的把肖奈还原的好像。
腾讯用户1472040585809664,哇，大神，美女。
腾讯用户147208739742512,到底晚上几点更新
土豆用户_739796663,郑爽真是瘦的让人心疼
钢琴上的巴黎,郑爽演技提高了！
执念77649254,杨洋又帅出一种新高度[稀饭][稀饭][稀饭]
土豆用户_415843129,肖奈一言不合就悄悄撩妹
腾讯用户147046389107371,不是不能在中间插广告吗
腾讯用户1464423315585293,看了小说多遍，电视剧也是看了一遍又一遍。高度还原剧情，杨洋郑爽演得太棒了，大爱！！！！！！
腾讯用户1471885714455193,杨洋帅死了
累觉不爱66553074,为啥你们有广告我没有？
腾讯用户1471912331959989,画面很唯美，
优酷用户147203246468781,每周更新几集呀
土豆用户_763205292,大神一听到游戏和微微眼神都放光芒了。
腾讯用户146382730303483,好看到我没话说
微博用户147208760296926,这宿舍太高级了
优酷用户1468980794278132,杨洋太苏了
西瓜不酸但很甜76560524,挺好看的，小爽好漂亮
腾讯用户1465091852258964,广告太多了
腾讯用户1471940978419262,小爽好美 [稀饭][稀饭][稀饭]
腾讯用户1470920383276760,啊！一天两集根本不够看[愤怒]
微博用户1471847795309769,肖奈打篮球也太帅了，另外琴师好棒啊啊啊啊啊啊，那无辜的小眼神！跟一笑奈何完全不同！好评！！！！
我遇见谁会有怎样的对白76813317,超级喜欢啊
优酷用户1471606873224351,[赞][赞][卖萌]
优酷手机用户_t824gsc3,喜欢杨洋
泠儿vv,为什么没有会员抢先看🙈好想看后面的情节
腾讯用户1471679819165681,水箐县鼎新育苗有限公司挡在字幕的广告真他妈烦人。
腾讯用户1471261685321185,庆大教室，宿舍，饭堂堪称5星级啊
微信用户1471881663845950,同感
优酷用户1468212022331834,故N公告
卞56978428,想帮杨洋把指甲剪了[稀饭]有点长啊……
微博用户1470031029514349,高冷大神洋洋，好稀饭
亭子唐,为啥会员还有广告
暗号橙,特效真的还不错啊~cos一样的造型看惯了就好了，越来越有感觉了，杨洋很肖奈！
人生若只如初见22749892,……那个叫什么二喜的，净会找事，我去，游戏里误会这么多，唉……
优酷用户1462943361729396,说了两句话，哈哈哈
土豆用户_796374682,杨洋超级帅！！！
优酷手机用户_p8l4xrx2,毛晓彤漂亮，二喜才是校花。
淘宝用户1471940113068155,喜欢郑爽，其实郑爽很简单，喜欢他的性格，她要的并不多，就想要一个一心一意对他的人，张翰配不上他，
Lisa26450467,超级好看
腾讯用户1472034878500503,杨洋好帅，暖男呀!
腾讯用户1472087576749725,于半珊，好帅呀！大爱大爱，么么哒！[止戈_花痴]
腾讯用户1472087530623878,太不要脸了，，广告时间这么长，，呵呵
zhujien97,41分41秒 我想要那个鸡尾酒的玩偶[难过][难过]
微博用户1470031029514349,呵呵，郑爽这瘦的变异的形象还真像游戏里的人物啊，
微信用户1463979718834586,"微微一笑铁粉, 小说看了好多遍，电视剧很符合原著，都是我爱的演员啊，爱死肖奈了"
空谷幽兰79880746,微微一脸懵比
_108320179,爽妹子没说谢谢呀
微信用户1465609418444542,杨洋又帅演技又好。简直就是完美[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][么么哒]
腾讯用户1472097261497310,杨洋演技很好啊啊啊啊啊
浅飞oo,有文化的有思想的家长沟通起来真是方便啊，可惜现在很多家长都只会说，你懂个屁……
微信用户1472097247024756,郑爽没有毛晓彤漂亮
凉城姑娘未离去ゲ,你不会关嘛。
七月的危险,为了我家爽妹子来的，大爱
MK南故笙烟,baby是在电影版
优酷用户29193953,明明我是黄金会员，为毛还要看100秒的广告
腾讯用户1466995398438676,爱咩咩
优酷用户1464350141477922,孟逸然真的丑....
微信用户1471837048684343,杨洋要不要这么帅啊 感觉要炸啦[稀饭][稀饭][赞][赞]
XZCV121388021370,没有
微信用户1471997643843274,演技越来越好了，
书中的知识,太好看了，每天都坐等更新！！！！！
腾讯用户146690148409923,杨洋真的是师到没朋友
微信用户1471997643843274,好喜欢郑爽啊。
腾讯用户1472097162098889,为啥有时会没有弹幕啊
夢小兔,好喜欢杨洋 好喜欢肖奈
流氓兔04490952,夸张。。。
土豆用户_383577223,啊啊啊郑爽，啊啊啊啊啊杨洋，肿么办喜欢了....不对，是爱上了[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
腾讯用户1472033668339231,杨洋好肖奈！苏炸了有没有！那句“你人来就好了”苏死了！！！啊啊啊！路人转粉啦！转死忠粉啦[赞][赞][稀饭][稀饭][稀饭][稀饭]
腾讯用户1468990739280824,哈哈
腾讯用户1471887485370316,为爽而到
流氓兔04490952,夸张
优酷用户1468587862864501,广告太长，来看评论加1
土豆用户_858216812,帅翻我了肖奈师兄[稀饭]
土豆用户_383577223,啊啊啊啊，好激动，好激动，[稀饭]网游啊，你欠我一个男朋友[难过]
微信用户1472089014311401,好看吗
微博用户1472017201546281,【01字数限制，分三次发】唇红齿白，明眸善睐是我对郑爽的第一印象。喜欢她眼里透着的那股子干净。从接演傻白甜楚雨寻开始，大家对她的印象总是夹带着一些先入为主的想法。可是不得不承认一点，近期以来她的演技的确提升很快，可见用功用心。《微微》这部戏接的很好，既符合原设不肆意造作，又很好的结合了自己的性格特点，眉眼嘴角都是戏。我是原著党一员，早在看小说时便对原文字句留有很深的情感，因而改编成IP影视之后，其中的故事情节本就很好已成优势，姑娘自己演的让人看了也是颇为舒服。#郑爽#
腾讯用户1471969888112317,胡彦斌什么鬼
腾讯用户1471936184430991,谁能告诉我里面有baby吗
优酷用户1468843471385697,弹幕看一半不见了
腾讯用户1472096541505136,肖奈大神太帅，无法自拔了
腾讯用户1472096556166765,大爱郑爽   大[裘球_萌萌哒]爱杨洋
优酷用户1472017634082627,虽然美
囍山,一天4集就好了，最爱肖奈，微微
沉栖栖栖栖栖,-0- 手机卡飞 切换到电脑居然也打不开。。。哭泣 网挺好的呀 到底什么鬼啊
快放假71386679,郑爽演技很好好嘛！很有气质好嘛！很清纯好嘛！
腾讯用户1471912309609486,郑爽果然没让大家失望，演得好好，是我心目中的微微[稀饭][稀饭]
烟花仅是瞬间美43964097,大爱[裘球_萌萌哒]
优酷用户1470883538685193,爱死小爽啦！[赞][赞][赞]
土豆用户_473370779,我100秒广告。。。。。[汪大东_怒]
微博用户147204019131294,楊洋[稀饭][稀饭]
腾讯用户1471844466733270,我感觉杨洋就是肖奈
腾讯用户1472095901796615,好看好看好好看
土豆用户_842790399,103秒的广告。。。。。。。。。。。。。。。。。
异数32706692,太爱郑爽杨洋[稀饭]
腾讯用户1472096413253488,郑爽 杨洋毛晓彤演技很好 稀饭他们 稀饭这部剧[稀饭][赞][赞]
shuang0432,孟逸然的大板牙，我也是醉了
装懂82110901,这剧超棒的！！！
依挪姑娘,杨洋男友力爆棚啊
土豆用户_799009873,exm?中间还要插播广告 什么鬼.
微信用户1472096031648655,郑爽很好
优酷用户1471787983828514,郑爽的演技真的是  让人堪忧啊！  演个戏怎么那么不自然。
腾讯用户1472009981501324,广告110秒我也是醉了
枣滴士力架,广告好长
土豆用户_401776685,瞬间换了个衣服哈哈。我喜欢
腾讯用户1470193177715392,哎呀，为什么现在的广告都要两分钟多[愤怒][愤怒]
大道寺89990075,杨洋好帅啊
腾讯用户1467585173192844,郑爽穿红包的衣服太显老了。
腾讯用户1471999723048170,我也是
土豆用户_535263778,别说二喜，连晓玲都比不过
樊夏35723560,倾城夫妇加油
星座的奥秘88735433,好喜欢他俩呢🍅🍈🍍🍒🍗🍜🍢🍧🍬🍱☕️🍺🍆🍉🍎🍓🍘🍝🍣🍨🍭🍲🍶🍻🌽🍊🍏🍔🍙🍞🍤🍩🍮🍳🍷🍼🍸🍴🍯🍪🍥🍟🍚🍕🍐🍋🍠🍇🍌🍑🍖🍛🍡🍦🍫 🍰🍵🍹看我发那么多的食物是不是饿了
ykapp_ueaq6ewt,啥时候见面a啥时候见面啊啥时候见面啥时候见面[难过][难过][难过][难过][难过][难过][难过][难过][难过]
叫我恶霸大魔王,我一看这部剧是林玉芬导演拍的我就放心了，她拍过很多很棒的电视剧比如仙三
土豆用户_859025571,每天都来，，，
笨小孩40012392,啊啊啊杨洋好帅爽妹子演技很好啊
青儿仙阁,彩虹堂的广告有点2
土豆用户_415843129,[赞]小爽在哪裡都是學霸
杨丽37322579,支持一下
樊夏35723560,超好看
腾讯用户1462697867296111,喜欢郑爽！！
优酷用户1465284467747317,郑爽感觉不太适合演薇薇，整容整的太厉害了。杨洋好帅啊，瞬间被他吸粉
习惯60930794,杨洋好帅，好适合肖奈
刘俊89369036,已转发评论
程又青41112283,好喜欢愚公啊，红红火火恍恍惚惚
四叶草Lmylzc,我也是
偶滴大壳郑爽,昨天看的直播，今天再追几遍。郑爽简直了，演技棒棒哒
土豆用户_792197607,没广告，太棒了（我不是会员
liyanyyyy,杨洋 为什么耳朵那么红
土豆用户_438107825,不喜欢杨洋留指甲
微信用户1472087260522788,如果这届金鹰女神不是大壳，那肯定就是有内幕，赞同的举手
Helily_,好看，之前都追幻城，青云，九州，剧情越来越无聊。微微一看就喜欢[稀饭]
优酷用户14708025429618,校花的塑料普通话我也是无力吐槽
九丫9,肖奈大神帅呆了，尤其是听到别人在追微微的时候的瞬间迸出的杀气[稀饭]
princess土豆泥,真是撩妹最高境界的一本教科书
花開ヽ蔠敗落87650905,杨洋好帅[赞][赞][赞]
你总是那么倔强,我看下评论，几乎都看不到说不好看，还有不喜欢谁的，真是难道阿。
别流泪坏人会笑54272394,爽太瘦了看着好心疼
腾讯用户1462722688360669,杨洋好帅！
腾讯用户1471666161711552,哈哈哈哈哈[笑cry]
微信用户1472045889322161,快点更啊啊啊！一天十集多好啊啊啊！
冯治霖,感觉杨洋和郑爽不配，感觉郑爽成熟，杨洋不成熟
萌妹子258,对
微信用户1471866968228859,肖奈大神衣服不一样 穿帮啦
o咖啡喵o,怎么好烦那个人！还校花呢！是笑话吧长得还没有我们小爽一半好看呢？还想追我们的大神！真是够了！
腾讯用户1463733560896280,爱郑爽
土豆用户_763205292,孟逸然有点龅牙啊
微信用户147204646323647,我两个都好喜欢[赞]
土豆用户_432503602,我的天，你们没发现贝微微打游戏的时候居然换位置了，大孟boss之前和之后居然换了桌子
腾讯用户1472087101680546,曹光长得好像井宝啊
Lz-tong,校花太软柔，没有原著的霸气
偶滴大壳郑爽,支持郑爽，演技棒棒的
土豆用户_817010896,杨洋这也太帅啦
难测44948281,怎么离线不了？？？
心海一曲殇,同意
腾讯用户1469693979897104,杨洋好帅
腾讯用户1472087133423417,喜欢杨洋和雪迎拍的那个广告
同行ing00,嗯嗯，就是
腾讯用户80071919,杨洋怎么可以这么帅呢！！！
微博用户1467888864313864,是羊毛的点赞[赞][赞][赞]
时间是贼偷走了一切71314313,广告好长，好烦啊
土豆用户_471466998,演技都好
qzuser85509882,支持郑爽 杨洋
土豆用户_471713883,爽妹子好美
腾讯用户1471992923222597,辣么长的广告 又不看 还惹观众烦
腾讯用户1470985568604846,卡得不要不要的
优酷用户1465874333454452,为什么没预告啊
咬吸管的萌妹子11834237,杨洋杨洋杨洋杨洋杨洋❤
Cedar05150490,这个更新速度我给满分
笨小孩40012392,爽要是胖一点就好了瘦的忒多了
微信用户1472087145069574,男神是可远观而不可亵玩焉，
NAIVE柠萌,秀我一脸
泰民bobo,我靠 杨洋这眼神看的我春心荡漾的 [稀饭][稀饭][稀饭]
优酷用户1463009470932719,还是电影版孟逸然好看，这个孟逸然不好看，配不上校花的身份，都没有二喜漂亮。跟别说和微微抢肖奈了。
若湖1988,好喜欢 啊。。又想看次小说啦。
腾讯用户1469427072263197,好好看！杨洋好帅，郑爽很美太好看了
土豆用户_423520605,微微真的很好看，肖奈大神太腹黑了吧！不过好帅！
似懂非懂11560539,孟逸然可真是够丑的
回不来的上一,广告太长就看评论度过
优酷用户1468660002976283,真他妈讨厌那些黑粉，不愿意看就不要看不要评论，有什么意思，你自己有偏见不代表别人都这样，不要把你的思想强加给别人，爱看不看
微信用户1471830413537506,喜欢郑爽郑爽
微信用户1468245308987181,龅牙
优酷用户1468471416956914,太苏了  这俩颜值真高  看的我简直了
微信用户147187466089124,昨天才4.9亿播放量，今天就8.3亿了。佩服广大剧粉23333333
一个人的寂寞32306117,这个电视就是广告太多了，其它的都可以
腾讯用户1472007619315771,其实我觉得吧，校花有点不符。。
