username,usercomment
优酷用户1466214536829326,太好看了，看了好几遍
MsLiu81583219,天天如果半夜醒来就不睡了直接追剧[稀饭][稀饭][稀饭]
优酷用户1472630199866747,对呀
傻国靖,已转发评论
优酷用户1464358392285964,肖奈和贝微微第几集见面？第几集接吻啊😂
微信用户1471917851654162,广告也太长了吧！2分多钟[无语][无语][无语]
腾讯用户1472718612195698,太浪漫了
腾讯用户1472718612195698,受不了了
优酷用户1469975060627264,肖奈是神呗，无所不能
土豆用户_467316149,卡特开大了[无语]
支付宝用户68617816,明明就是和张翰分手之后瘦的，拍这部剧就是分手后最瘦的那段时间，
微信用户1471490578350134,100秒广告
微信用户1471490578350134,太恶心了
腾讯用户1467594430639241,杨洋好帅，符合肖奈的气质，郑爽怎么看都是那样，太瘦了，还系花呢，
腾讯用户1472723444231609,明明就是素纱禅衣   chan  读成dan了    没文化真可怕  [汗]
土豆用户_467152991,一共有几集，妈呀一直循环看
腾讯用户1467594430639241,杨洋
优酷用户1471348427557251,能不能多更新一点啊  看不够
爱情睡醒了40371465,都已经中了这部剧的毒了吧，有没有？[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][么么哒][么么哒][么么哒][么么哒][小猪卖萌][小猪卖萌][羞涩][羞涩][羞涩]
一寸光阴47432282,大神
玻璃心22898075,来看杨洋
game_q6zsui,郑爽不是长得很好看办什么她和大神演[姚澜不开心[姚澜不开心]大神太帅了[泡芙-约吗][泡芙-飞吻]
SingJo,1
优酷用户1472659004564362,一颗心属于一个人，爱情里什么是公平？爱的深，伤的深，在爱情里面是没有不公平。爱上不该爱的人，是永无天日的叹息，爱了不爱你的人，那么也就是眼泪决堤的开始。
腾讯用户1467610552215492,广告太长
傻拉吧叽的,那什么然的，直接跳过不看她。
SingJo,二喜这个游戏角色适合用鞭子！！！
你与她唇齿想交唯独忘了我,啊啊啊啊啊，好喜欢啊，杨洋跟郑爽真的是绝配啊[稀饭]
微信用户1473143992660782,他们玩的是什么游戏啊
微信用户147304089363732,是啊，其实好希望咩咩和小爽现实中也在一起
腾讯用户1472886994613133,又重温一遍[稀饭]
腾讯用户1465465973335222,赞赞赞赞赞
微博用户1472868657012689,产生疑问，两个考古的怎么能生出肖奈这样的儿子呢/
萍99458036,裁剪了好多。
腾讯用户147307381006147,觉得扬洋比那些韩国欧巴不知道帅几百倍的点个赞！
落泪的心冰之寒,难道没有人看到杨洋耳朵很红吗？
ぷ向往心中那片海53646573,广告太长了[愤怒][愤怒][愤怒]
微信用户1472250658543231,[赞]
腾讯用户1473128410568292,额
优酷用户1473138633632230,希望你们能够在一起，一定会很幸福 的！[赞]
优酷用户1473138633632230,杨洋很适合保护爽妹子，总感觉他们俩人很有可能的一双，在一起，在一起！加油[赞]
微信用户1473138565730289,好看，太好看啦，我都看三遍了，从第一季看到28季，我都听杨洋唱歌主题曲我每天听10遍，我太喜欢肖奈了
腾讯用户1471793254828579,大神耳朵好红
微信用户1469875476329812,她龅牙
微信用户1469875476329812,94
忘不了旳回忆67086913,看他们玩游戏的时候。感觉自己在玩王者荣耀
落叶叶啊,我快点进怎么没有用啊？
娟yxj532456102,哇，洋洋粉，互粉~
支付宝用户146821114426948,杨洋看着很干净啊，帅气
优酷用户1464241994641534,20秒广告
被人扔蛋丶,那个叫逸然的好丑啊，还龅牙，，，
微信用户1473135319971907,有木有人觉得那个孟浩然讲话声音好难听啊……脸也长的好奇怪
支付宝用户146821114426948,发现还蛮好看的，赞一个
土豆用户_494186809,又重温
微信用户14731334010672,广告好长
声声笙慢,5集41分42秒处，这广告插的，简直了，这几女的得是睡前来一瓶吧！
微信用户1471941024180379,洋洋拍多点电视剧吧爱你
微信用户1472709483306447,孟逸然身边的那个女的都比她漂亮
别念他-,说实话很多部分讲话看的很尴尬。
Sensitive5,一共多少集阿
微信用户1472258572772834,已转发评论
微信用户1472258572772834,这个动画这部片子虽然好看但是迎亲二十多小孩子不能看的东西请你尽快删掉这个片子
腾讯用户1472662421038183,[赞][赞][赞][赞][赞][赞][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][赞][稀饭][赞][稀饭]
优酷用户1467326422896148,其他人也演的很出色啊！为什么只赞两位主君呢？伤别人的心咯！
lamonsoff02569021,我想起来了，原来孟校花的跟班娜娜是在那个三个奶爸电视剧里面演孩子亲生母亲的那个人，反正两个剧里面都是演反派角色的
腾讯用户1469941955583475,[稀饭][稀饭][稀饭][稀饭][稀饭]
金木研74202712,喜欢郑爽
Ilnemaimepas59200391,我爽最酷[赞][赞][稀饭][稀饭]
微信用户52376701,孟逸然的小跟班 鼻孔真大
腾讯用户147140343755827,真想他们是一对
腾讯用户147140343755827,超好看
腾讯用户1472626086041505,一开始以为会毁原著 没想到那么好看
优酷用户1465440486563466,感觉还不错哈
可じぴ彼特菟,此山是我开此树是我栽要想从这过留下男人来，哈哈哈[搞笑][搞笑]
腾讯用户1472697363506165,杨洋和郑爽拍的这部电视一定爆红，超好看的有木有，觉得我说的好请点赞[赞]
腾讯用户1470666597853203,这打扮像鬼是因为游戏名字是倩女幽魂
微信用户147197645598234,我又看一遍，把没有看到的补起来，郑爽和杨洋太般配!好喜欢！[稀饭][稀饭]
腾讯用户12313310771,这财经广告怎么回事啊？挡住字幕，点X直接进入还关不掉，有这样赚钱的吗，迟早要完
青春未果,肖奈的某些时候，特别像张翰。
微信用户1472481165525230,这首歌很好听
优酷用户1465401955474463,1
微信用户1461685213188948,刚开始看就被情节吸引，很不错
腾讯用户1465915254377662,我都看了无数遍啦，还是看不够，太喜欢杨洋啦[稀饭][稀饭][稀饭]
楊小茜丶,杨洋耳朵好红
好奇怪的小觉,水军水得千篇一律
微博用户1472654765380111,洋洋走路不插兜走不动道
゛杺碎う誰懂つ92297874,大学里没这么花痴，真是够够的，啊啊啊啊啊啊啊啊
微信用户1472957291630260,િ😊ી
mob_15327374010,肖奈的粉丝真多都是为了肖奈来的[无语][无语]
腾讯用户1470999916766563,要是游戏真的那样，那就好了
腾讯用户1470999916766563,好看
腾讯用户1470382584051811,真的是帅呆了[赞][赞][赞]
微信用户1472964517598765,杨洋[稀饭][稀饭][稀饭][稀饭]
优酷用户1468932094835545,太好看了希望看不完
土豆用户_723065372,流弊诶
土豆用户_723065372,微微一笑很倾城真是没谁了。电影好看。歌好听。书本精彩。电视剧也这么赞。😍
金金金金金珍菇,楊洋每次出來都有種特別男主角的氣場啊，感覺迷了千萬少女心
腾讯用户1472041913380619,曹光竟敢追微微
冰冷的女神经,怎么老感觉杨洋屁股撅起来啊😹😹😹😹😹
微信用户1466487833542394,为了看扬洋，[卖萌]
腾讯用户1472041913380619,奈何太帅
腾讯用户1472041913380619,微微一笑很倾城简直太棒了，肖奈原汁原味帅帅哒
漆青路,/hhhhhhhh/[at]微信用户1472907901479337[/at]:杨洋真是个好男人，   有了微微也不忘给他的“百草”打广告，。[赞][赞]
腾讯用户1472948992269189,贝微微和肖奈第一次见面在第几集？
微信用户1472498892654103,就喜欢他欺负人的样子
腾讯用户1472963579264381,那个孟逸然感觉还没有贝微微好看呐
优酷用户1469948464277473,5毛钱特效
雪花飞飞92229096,最喜欢的，没有之一
腾讯用户1472881793642201,曹光……一点都不帅😒😒😒
腾讯用户1472363022427561,很好看，都看了好多遍了，演技都很棒，哈哈
腾讯用户1472963214037111,我觉得杨洋有点欺负人
星爺39182606,是儿童床吗
土豆用户_437796048,室友们都在下倩女幽魂玩 哈哈哈
土豆用户_437796048,看了还想多看几遍
微信用户1472953163692493,超级喜欢爱杨洋爱郑爽，爽妹子太棒了
sehun77173871,高冷霸道，是我的菜[稀饭][稀饭]
优酷用户146838978365771,感觉扬洋古装不好看
゛杺碎う誰懂つ92297874,太装逼了。。大姐我看不下去了。。。啊啊啊[无语]
楊小茜丶,再看一遍也只看微微和肖奈的部分。其他都快进
土豆用户_410751086,杨洋太苏了，好喜欢杨洋
予你丶倾心的爱i,。。
腾讯用户1470198362135127,弹幕好多啊整个屏幕都被遮住了
幸运ace智孝,不像啊
微信用户1466826646106514,好看！
゛杺碎う誰懂つ92297874,啊啊啊啊啊啊。。。看琴师强盗这一块尴尬啊啊啊
卡西西121,那个男的好像宋茜
很懒很优雅啊,看他们玩电脑，但是没有看到网线啊
shesll莞尔-,肖奈一笑很倾城[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
低头、浅眠,真的看的鸡皮疙瘩起来了狗血的剧情
优酷手机用户_65flnjxu,有没有觉得杨洋像严亚纶
腾讯用户1472695990221609,杨洋可以出演高冷总裁范的角色   很帅的
腾讯用户1472646585717865,肖奈大神太帅了[八爷么么哒]
腾讯用户14727008094573,好看
微信用户1467771102858227,天哪  郑爽越来越瘦   越来越难看了  他以前还好看了    看那脸都没肉了  丑死了
腾讯用户1472701104103872,[搞笑]
把情感掩藏起来,二喜
腾讯用户1472700795175697,退出一下，又得从新广告，是不是太垃圾了
土豆用户_853629014,嫉妒之心，很恐怖😱
优酷用户1472696574344391,的确，这个郑爽所有电视剧演技最棒的一部
优酷手机用户_EnaVDbVI,为什么会员不免广告啊？
鱼卵1,哈哈哈哈给哈哈哈
秋风醉残暴5,微微：一帮花痴，看看我都不跟他说话！
腾讯用户1472601222166196,哈哈
秋风醉残暴5,老师：一帮瓜娃子，看看人家玩游戏学习两不误，你们学学，学不会下回就别来看肖奈！
支付宝用户13425677,这部剧什么鬼
秋风醉残暴5,老师：今天生意不错啊！
秋风醉残暴5,老师：今天生意不错啊
niudcunife,游戏里的郑爽实在太难看了
腾讯用户6425972443437610,说实话，郑爽瘦的太吓人了，
腾讯用户1461099142526138,孟逸然长那么抱歉还能称校花！导演你没见过什么才是真正的美女吧？还有肖奈也能算校草！？导演我佩服你的审美观！
腾讯用户1470666597853203,装扮和肖奈不搭配
腾讯用户146872187620587,曲爷的歌？曲爷的歌？曲爷的歌？！！！！！！！！
腾讯用户146872187620587,曲爷的歌曲爷的歌曲爷的歌？！！！！
腾讯用户1472431858761548,我每集都会看N遍，只因有你，杨洋、小爽。希望这部作品能突破百亿以上，[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
优酷用户1466912729064950,[赞][赞][赞][赞][赞][赞]
腾讯用户1472686576518115,爱杨洋的赞我
优酷用户1472685040008831,我从哪可以看到完整的呢
微信用户1472682257811686,越来越爱杨洋了，帅的不行[稀饭][稀饭][稀饭]
虎荃,孟逸然真难看，没有贝微微好看。
腾讯用户1472483222915736,很好看喜欢
dyldarling,郑爽演的不错，就是古装太瘦了
土豆用户_458667061,对郑爽路转粉。
优酷用户1463234381522167,在一起了，很甜蜜的
泷谷源-,目测杨洋不会打篮球啊，至少找个教练学习一下再拍啊
微信用户147105840915133,等不及更新，重看👀
YUN48456529,他俩还能再做作点不…看的我鸡皮疙瘩掉一地…
懒的动62343030,看脸的世界
腾讯用户147265561691226,不错，就是爽妹子有点瘦。不要说老身的腐女心！马丹，少女心都出来了ヽ(〃∀〃)ﾉ啊，好像被杨洋圈粉了
五海纵横,一群小鲜肉，一群娘炮，一群小屁孩。就是比9九十年代发育早了点，不对多懂了点信息。知道会被喷，个人观点
新浪微博23917787,就知道耍帅卖萌，故事情节没什幺亮点
네뭔데34761733,妈呀，看到打篮球那段太帅了，帅炸了，我的少女心要化了[稀饭][稀饭][稀饭][稀饭][稀饭]
郝蝈蝈,求大神们告诉一下小说结果在一起了吗
郝蝈蝈,小说结果在一起了吗
'panda,有点尴尬啊这些演技 特别群演大学生。。
微信用户1468896969498237,说实话，很少评论，那个孟什么的，真的好丑啊，身边的女生比她好看的，一抓一大把。虽然郑爽瘦了，可是也比她好看n倍好吧。唉，配角就是配角。
腾讯用户1472628266937764,好喜欢曹光
a13818523397,太讨厌孟逸然，丑到爆，尤其那嘴和牙齿
微信用户1472721966480577,郑:爽，
腾讯用户1472122175605767,我倒是觉得愚公那些人很搞笑，赞一个！
优酷用户147280010623868,不错不错，杨洋很肖奈，郑爽很微微
腾讯用户1472806930560778,我也是
腾讯用户1472885252681278,我好想没有广告
土豆用户_853050317,贝微微和肖奈[稀饭]乔唯和祝良辰[稀饭]
优酷用户1470320284531528,狗血剧
腾讯用户1472884611080836,杨洋和郑爽好配啊
腾讯用户1472878257386754,为什么到后面就有很多亲热，有点~~~~|
腾讯用户1472883536897980,"曹光臭不要脸
[愤怒]"
幻境迷失40586127,女二一个个龅牙
土豆用户_787411642,的确
腾讯用户1472208288061801,很喜欢郑爽
幻境迷失40586127,好坑，剧情狗血！男二一个个追错惹人
腾讯用户1472208288061801,杨洋太高冷了
腾讯用户147286481314312,"微微,么么哒"
腾讯用户1471514882046957,杨洋太帅了和郑爽太般配了[止戈_花痴]
优酷手机用户_pn2mke3g,在哪个频道？说一下好吗
Asura1233,已转发评论
腾讯用户1462683676623443,啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啊啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦
微信用户147288369186337,对
腾讯用户1472881125135312,大神好帅啊[稀饭][稀饭]
青柠36527785,肖奈的舍友好神经质。。。。好像弱智一样
美羊羊93DA4,[赞]
青柠36527785,肖奈的舍友好像也是神经病一样。。。。。。
小鱼儿66571841,广告这么长 真烦人 真恶心反正就不买让你们浪费钱。
yqwwxyx,超级喜欢女贼抢亲这里，有没有和我一样的[稀饭]
腾讯用户1469325051078767,haha
蝎蝎小七,已转发评论
优酷用户1470113241300838,想玩这款游戏，不知道有没有
微信用户1472600036891494,杨洋的微表情真的很到位   我不追星的   怎么瞬间感觉有点无法自拔了呢 [稀饭][稀饭]
对象44263081,在一起在一起
优酷用户1466391034152931,小雨妖妖把头发扎起来好像杨紫演的呀
我会长大的87782243,不喜欢看这个孟浩然
我会长大的87782243,好多误会啊。。。
优酷用户1472624724324356,喜欢郑爽
腾讯用户1467956054086847,啊啊啊。老是广告！！！
微博用户1472656522171965,太喜欢这个剧了，抵过何以笙萧默
微信用户1472492469067789,我想说曹光长的好别扭，下巴很奇怪，有没有同感的
Carrie14814180,咩咩超棒
Carrie14814180,咩咩
失败的之神,你来丫
1980yuanyuan,郑爽在游戏里的装画的也太丑了，完全不忍直视。和化妆师有仇吗？
微信用户1472659786501616,好看好看
微信用户1472568956316541,[愤怒][愤怒]这广告
微博用户1472656522171965,好好看呀
微信用户1471030097711873,听说此剧有毒，呵呵～
a狮子60699880,为什么广告这么长！！！
Sophie苏菲60475511,郑爽太作了，原剧贝微微是个幽默，坦荡的女生
微信用户1469241549298692,郑爽你还是胖一点好看，现在太瘦了
微信用户1472355115689885,帅得不要不要的
腾讯用户1472659228797931,我喜欢肖奈身边的三个逗比小伙伴，有这样的小伙伴太欢乐！
微信用户1472650894997976,那句再打一场，刚刚手下留情了，，好霸气[赞]
优酷用户146348581644826,第五集那个电动车发出摩托车的声音。。。我也是醉了
微博用户1468805535261112,孟逸然说话好作
土豆用户_833771765,我突然间也想玩这个游戏了#微微一笑很倾城#
土豆用户_814359246,老好看了，爱上杨洋更爱爽妹子 棒棒滴
不爱你的表妹,校花的口音真是听得我无比出戏，剧组就不能给配个音嘛。。。
土豆用户_385173489,你们看看4骑士与灰姑娘，杨洋的抱抱果海报贴到韩国去了！
腾讯用户1472448697861833,呵呵哒
雪28374649,郑爽和杨洋两个人好配
茹格格79702076,孟依然一块的女的是什么意思？贝微微挨着她啥了，那么讨厌人家，毛病吧！
微信用户1472542694349500,我也是
优酷用户1470032184096387,有会员好爽
腾讯用户1472720709787226,那个孟逸然的声音太难听了，跟男人声音一样
微博用户1472516651344811,注意到了杨洋的耳朵……红的
绚狐狸,只有我注意到二喜喝奶茶的时候里面是没有的吗？但是我还是好喜欢二喜
Sunflower゛旧萤火12381151,好无聊，好虐
淘宝用户1472439284902672,很帅很帅超喜欢
腾讯用户1472720166071438,窝草类真蛋疼
腾讯用户1472719726322230,广告好长
腾讯用户1472719528299166,杨洋我爱你，男神。
土豆用户_412323703,看到了 看到了
可是我忘了我不再有你i,杨洋老婆赞我。[赞]
xizhaoyang_680965802,杨洋的手指好漂亮
土豆用户_412323703,哪有男主角要女主角保护的
微信用户1468717061427264,，，。，
小星yu媛艾,"可以去看看原著，有讲的
"
小喵喵___,都不问服务器的.玩个屁....
优酷用户1472661522160994,太帅了男主[稀饭]
包子073,到底是个什么排序啊  排行老三  都叫三嫂？
梁霞丽88,这么多人喜欢看，我怎么感觉不好看
腾讯用户1472717138539849,好好看
土豆用户_765456663,[无语]
Nooneknows96733617,太好看了
微信用户1472716617493243,大神带我们回到校园生活。。。。。
Dear56854822,好好看哦，杨洋和郑爽在一起，在一起[赞][赞]
腾讯用户1472532344521523,挺好看 每一集都炒鸡欢脱 给人愉悦的感觉其实很重要
微信用户1472550796030847,现在倩女幽魂有人玩么
优酷用户1472454538524383,看完了更新的，又回过头看前面的，原来肖奈对微微早就动心了啊！哈哈，大神对她一见钟情么？
小璇子余,郑爽太瘦了
腾讯用户1466841430373838,太好看了，洋洋太帅了。
腾讯用户1472626630891382,好喜欢好喜欢好喜欢
澎湃31602247,好喜欢郑爽
优酷用户1472655962060519,广告太长，，心好累
黄Manba,有人想到网球王子吗[稀饭]
逗比哪里跑68999033,第五集怎么样不行
优酷用户1461607900069467,曹光好难看啊啊啊啊啊
微博用户1472616707818663,评论居然给删啦
支付宝用户50567967,已转发评论
腾讯用户147256265673976,郑爽瘦的好丑
原子yuanzn,最不喜欢，曹光了[愤怒]
优酷手机用户_1qvpvfsv,好喜欢！希望爽和洋一直在一起……
错爱了123,不错
微信用户1472655005786953,好喜欢杨洋啊从他演的红楼梦里的贾宝玉一直都喜欢着、看着他和郑爽演的那么好真喜欢他们能在一起
腾讯用户1472654782218126,杨洋[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
腾讯用户147265466706338,这广告也没谁了
腾讯用户1472654782218126,杨洋男神，好帅啊，演的棒棒哒
优酷用户1471589720897393,真是夸张到尴尬，这剧本，，，
微博用户147265475452256,为什么总有一种愚公应该跟猴子酒角色对调下的感觉，大家不觉得剧里于半珊长相性格名字更适合猴子酒么
迟羽Cherry,大神指甲有点长
土豆用户_425649528,第五集的插曲叫《丹青客》，是我最喜欢的古风歌曲之一😊
尐岢愛06970817,你白长这张脸了
微信用户1472654453885965,\爱郑爽和杨洋就赞[稀饭][稀饭][稀饭][稀饭]
微信用户1468583894065269,他们玩的是什么游戏
微信用户1472654453885965,郑爽的古装好帅
一笨二,这谁设计的打篮球的服装呀。把大神直接显矮了10公分
微信用户1472309991405260,神经
优酷用户1472654111906717,爽妹子和杨洋在一起吧
北乐93010266,已转发评论
优酷用户1467872994020485,唯爱杨洋
琪琪63854810,广告实在太长了
微信用户147257243123390,这广告也太.......
腾讯用户147265234674592,[稀饭][赞][稀饭][赞][稀饭][赞][稀饭]
微信用户147265392247566,电视真的没白看，特别是在游戏的世界里，很唯美，有想去玩这个的冲动了，好棒，希望剧情下去别狗血，支持
腾讯用户1467554421659176,好配的一对情侣💏，比那渣张翰好多了
土豆用户_428489763,郑爽好瘦啊
优酷用户1472638830492302,我觉得二喜的眼睛好漂亮，特别是在游戏里的时候，水灵灵的！
微信用户1472617702840279,微微的手机什么时候丢的
腾讯用户1467554421659176,爱你们啦   爽！洋
微信用户146726418595699,[稀饭][赞][稀饭][赞][稀饭][赞][稀饭][赞]
微信用户146184041651723,大神，真是大神
微信用户146184041651723,牛了
你还是那么沉默,666
腾讯用户1472653169510387,室友是来挡桃花的
女强人总是变不了软妹纸,杨洋郑爽[稀饭][稀饭][稀饭][稀饭]
女强人总是变不了软妹纸,杨洋和郑爽可以有[稀饭][稀饭][稀饭][稀饭]
腾讯用户1464056379792115,杨洋好帅
碎月流年你在何处,怎么不让肖奈加人拳头公司呀！！哈哈
aajudy,视频剧情好狗血，看不下去了
薰衣草透着紫色的忧殇_-,杨洋微博谁有
微信用户1472652484079379,一看就知道郑爽整过容！
执着15866847,感觉是，跟之前一点都不像了
优酷手机用户_pssc0bil,帅哭[稀饭][稀饭][稀饭][稀饭]
微信用户1472652307617681,我居然之前玩倩女幽魂
微信用户1472652022280136,看到杨洋和郑爽通过游戏来聊天和各种，不知为什么突然就想起了北图二里吴秀波和汤唯的书信来往了……
小熊熊66649364,杨洋帅炸了
情純属娯樂,小爽换一个发型吧。漂亮点的?
优酷用户1471749477057532,篮球太烂了
腾讯用户1472651300914822,我怎么看不了，总是提示播放地址失效
土豆用户_809367090,古装的杨洋大帅了！！！！[稀饭][稀饭][稀饭][稀饭]
微信用户1472346728459452,女贼抢亲那段音乐叫什么名字
土豆用户_809367090,"游戏里的杨洋好帅啊，大神啊啊啊啊！！！！
[赞][赞][赞][赞][稀饭][稀饭][稀饭][稀饭]"
伞下的我56720795,啊！肖奈大神！杨洋！[稀饭][稀饭][稀饭][稀饭][稀饭]我是你的迷妹！～～～～～～～～～啊啊啊啊～～受不了了～杨洋～杨洋～[稀饭][稀饭][稀饭]
优酷用户1472823307512665,已转发评论
我的愛没人懂,有点甜的伴奏也在里面[稀饭]
qzuser08961461,求第二部
微信用户1466850109838714,蛮好看的 跟小说原型很匹配 支持杨洋郑爽，倾城之恋，就在微微一笑很倾城[稀饭][稀饭]，👏👏掌声响起来[卖萌][卖萌]
荭名boss,5集22分，杨耳朵红的离谱
腾讯用户1472572120869211,酥爆了本小姐内心
优酷用户146849294278156,我都看疯了，一天要看几次，从一集看到更新那一集，天天看
优酷手机用户_bv78ncad,在第几集微微拒绝曹光的吖？为什么在第五集听微微说他对曹光说的话反正肖奈大神也不知道
腾讯用户1472829066041868,杨洋的手机号多少，各位亲，求解
ile26272252,帅一脸血
手机用户_437117008,为什么会员还要看广告[难过]
手机用户_437117008,111
优酷用户1471662135792697,广告心塞啊130秒
腾讯用户1472830635465894,太贱了校花
优酷用户1471662135792697,帅爆了
优酷用户1471662135792697,12
美容化妆师莉莉,每天几点更新？[稀饭][稀饭]
美容化妆师莉莉,每天几点更新呀？
腾讯用户1472791263896276,杨洋好帅啊
腾讯用户1470299004711933,声音[稀饭][稀饭]
土豆用户_731667703,郑爽太漂亮
铅笔写不出过去i90426476,投诉，广告太长
空白人生34486925,曹光太猥琐了
微博用户1472799100312899,郑爽！
sss哈工大,曹光有点像钟汉良。。。有没有和我一样感觉的？？？
美好8866,好看，喜欢杨洋 郑爽 在一起吧
淘宝用户1472820161766885,有没有跟我一样感觉 游戏里二喜角色最好看
微信用户147282037376053,太好看了我就喜欢杨洋和郑爽
淘宝用户1472820161766885,感觉不如电影好看，电影里边真水是曹光
土豆用户_381640322,肖奈一听是追求微微的脸色就变了😂😂😂
微信用户1472659723494694,故事讲完肖奈就换衣服了，这是穿帮了还是怎么了
微信用户1472719016009336,这他吗广告，真是没谁了
枫叶33001939,其实我觉得都挺好的
微信用户1472819802268168,果然甜死我了
土豆用户_734543921,"曹光自以为是谁啊
[愤怒]"
淘宝代购货到付款路豪家纺,韩国哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈h'h'h'h'h'h'h'h'h'h'h'h'h'h'h'h'h'h'h哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈呵呵呵哈哈哈哈哈哈哈h'h哈哈哈哈哈哈哈哈哈哈哈哈哈哈'h
优酷用户1469688340012340,支持小爽[赞]
枫叶33001939,都好
微信用户1471349051983876,[赞][赞][赞][赞][赞][赞][赞]
Spider-man16334921,已转发评论
枫叶33001939,我只有20秒广告啊
腾讯用户1472606309801793,爱死了！[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
先生你吻的太入戏,太帅了   舔屏舔屏[稀饭][稀饭][稀饭]
白色距离95493836,大神好帅啊，完虐曹光
men呆呆,杨洋突然换衣服了有木有 穿帮？
白色距离95493836,"肖奈打
篮球好帅"
优酷用户1472645278360696,不知道一共多少集
凯德嚹,广告太短才2分多钟
优酷用户1471534833034554,广告里的饱饱好暖(•ૢ⚈͒⌄⚈͒•ૢ)
优酷用户1472645278360696,好赞
优酷用户1472645278360696,是太太太太太太好看了！晚上在电视上看了，第二天又来优酷看无数遍，好喜欢小爽和杨洋在这里面的演技。忍不住向左邻右舍推荐。[稀饭][稀饭]
腾讯用户1464100330552174,感觉看着不咋滴都是女粉在捧
优酷用户1464506508600908,我喜欢
微信用户1462453101434147,这广告。真心醉了[愤怒]
腾讯用户1472081270236192,已转发评论
邱哥008,不是lu
_120150894,有错啊，第五集，竟然说肖奈大神。。。微微不是应该不知道么，
土豆用户_851726688,愚公，你跟导演说一下能不能多播三集啊
米小米58071564,。
林lin666,啊啊啊啊
Reay05015182,广告多的都要爆粗了
蓝天白云72824227,[赞][稀饭][稀饭][稀饭]
longke889,哎，大学啊~~~
longke889,我去，这些人根本不是捣乱好么，完全就是推波助澜啊！！！！！
娅娅14813162,就是广告太长
故事开头很美12625050,广告太多了吧[愤怒]
手机用户_415054974,孟逸然这个白莲婊，哪个厂家的？
사랑해왕준개98692835,杨洋真的高冷范十足帅炸了！郑爽也很美就是太瘦了好心疼
薰衣草の带着紫色的忧伤84474722,跟普通的网游没啥区别
闪亮星星4E8EA,太好看了
eternity80538739,郑爽好棒
微信用户1472645703886884,太卡了[愤怒][愤怒][愤怒][愤怒][愤怒]
唯一41087577,这游戏 好玩嘛
优酷用户1470204650892483,很好看啊，被舍友强力推荐的结果就放不下了
土豆用户_363815762,就这鸟样还校花。。
sucin555,"""帛丝禅意衣""好么!女主竟然说""帛丝单衣""[无语]"
-77096509,广告怎么这么长啊
腾讯用户1472651348119362,觉得郑爽没有34c，不像原著里面那么的身材火辣，而且没有那种计算机系的学霸气质，但是总之还不错。古装和现代装感觉都不错哦！希望郑爽继续加油！
雪梨43297233,如果郑爽跟羊羊在一起比跟张翰在一起好很多，同意的赞一个
彩云之霞49881237,杨洋好帅，😂😂😂
这是怎么了05101,一一道来！
唯爱浪漫熊猫Tao91052334,广告长到没朋友
微信用户1472626796456315,好卡[无语][无语]
yezitieta,看了一遍，有下载了，备存，现在又在看第三遍，感觉太甜了
腾讯用户1466740957735783,杨阳好帅[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]点一万赞
腾讯用户1472651047728955,好的编辑，好的导演，好的演员，好酷好有爱的电视[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
longke889,电视剧拍的很好啊，虽然每个电视剧都有穿帮，但还是很好看的
优酷用户1470204650892483,很好看啊，被舍友强力推荐的结果就放不下了
优酷用户1466685109430261,好看
腾讯用户1472645233899917,"杨洋好帅好帅啊！
郑爽好美好美啊！"
微信用户1472645087131738,杨洋很适合肖奈这个角色
lazy01,游戏里的爽妹和现实里的不一样，区别好大
stuffy10510211,入迷了，边看边吃抱抱果，[稀饭][稀饭][稀饭]
微信用户1472650884596460,禪衣“禪衣”鄭爽，你真有本事讀成“單衣”[吐][吐]
微信用户1472542887790666,郑爽，美美哒
IMMEVE,肖奈在学校就是大神啊。。。
微信用户1464583851272232,[稀饭]
黄氏企业集团,大家到起点网看小说《爱的斗争》
微信用户147264797997042,咩咩的颜值又飙升了好多个点[稀饭][稀饭]太帅了！隔屏都帅了我一脸[稀饭][稀饭]
腾讯用户1466169345640264,好希望现实中杨洋和郑爽也能在一起，满满的cp感啊
腾讯用户1472625959017191,Wuyu
腾讯用户1472625959017191,Eb
Z84011826,确实好看 追啦
赵哈哈52272453,真好看
优酷用户1472570633592263,哈
峰的心声,还行
微信用户1469673743571706,杨洋耳朵怎么那么红啊
人生只若初贱_umb,还行
