title,rate,url
村上广播,7.7,https://book.douban.com/subject/10282578/
永玉六记·珍藏版,9.2,https://book.douban.com/subject/25727153/
春在绿芜中,8.0,https://book.douban.com/subject/14449069/
彩云聚散,9.1,https://book.douban.com/subject/10794793/
温暖灵魂的味道,7.1,https://book.douban.com/subject/25943103/
读书纪闻,8.9,https://book.douban.com/subject/20444307/
奇来前书,8.2,https://book.douban.com/subject/25740175/
假装思考,None,https://book.douban.com/subject/26891233/
北鸢,8.9,https://book.douban.com/subject/26821461/
回望,9.3,https://book.douban.com/subject/26921077/
史记（全十册）,9.5,https://book.douban.com/subject/1077847/
棋王,8.7,https://book.douban.com/subject/1020961/
苏东坡传,8.5,https://book.douban.com/subject/1792668/
既见君子,8.5,https://book.douban.com/subject/25744944/
我们仨,8.6,https://book.douban.com/subject/1023045/
北岛诗歌集,8.6,https://book.douban.com/subject/1026036/
身边的江湖,8.4,https://book.douban.com/subject/25639223/
绿毛水怪,8.9,https://book.douban.com/subject/3518332/
眼前,8.3,https://book.douban.com/subject/26657573/
最朴素的生活和最遥远的梦想,9.0,https://book.douban.com/subject/26775412/
琼美卡随想录,8.6,https://book.douban.com/subject/1829614/
张枣的诗,8.7,https://book.douban.com/subject/4919996/
三十而立,8.6,https://book.douban.com/subject/3264665/
乡村教师,8.6,https://book.douban.com/subject/10767124/
人间词话七讲,9.0,https://book.douban.com/subject/25881958/
人生不过如此,7.9,https://book.douban.com/subject/1987453/
一个一个人,8.3,https://book.douban.com/subject/11535030/
风诗的情韵,8.8,https://book.douban.com/subject/25875151/
毫无必要的热情,7.9,https://book.douban.com/subject/26263052/
什么人需要什么人,8.8,https://book.douban.com/subject/26873214/
东宫·西宫,8.2,https://book.douban.com/subject/1812895/
天香,8.0,https://book.douban.com/subject/5975571/
借我一生,7.5,https://book.douban.com/subject/1049215/
万物停止生长时,8.0,https://book.douban.com/subject/26586174/
很高兴见到你,7.4,https://book.douban.com/subject/24876477/
金克木集（全八卷）,9.4,https://book.douban.com/subject/5914483/
五月女王,8.4,https://book.douban.com/subject/3146656/
不如让每天发生些小事情,8.1,https://book.douban.com/subject/26832049/
聋哑时代,9.1,https://book.douban.com/subject/26822709/
罂粟之家,8.2,https://book.douban.com/subject/1056055/
月都花落，沧海花开,7.7,https://book.douban.com/subject/26325635/
觅宗记,None,https://book.douban.com/subject/26896703/
幸存者,7.6,https://book.douban.com/subject/26772419/
寄给与我相同的灵魂,8.4,https://book.douban.com/subject/26775800/
今朝风日好,8.3,https://book.douban.com/subject/2375972/
祸枣集,8.3,https://book.douban.com/subject/5982380/
伪满洲国（上下）,8.5,https://book.douban.com/subject/1025103/
巫言,7.6,https://book.douban.com/subject/3662581/
李泽厚集,9.7,https://book.douban.com/subject/4219498/
千江有水千江月,8.8,https://book.douban.com/subject/1791664/
正午故事001,8.2,https://book.douban.com/subject/26673941/
正午3：到海底去,7.8,https://book.douban.com/subject/26877449/
余罪3,8.1,https://book.douban.com/subject/26755836/
原来你非不快乐,7.2,https://book.douban.com/subject/3311009/
你因灵魂被爱,7.4,https://book.douban.com/subject/26043805/
欲爱书,7.6,https://book.douban.com/subject/7916066/
第十一根手指,7.4,https://book.douban.com/subject/25896617/
山海经校注,9.0,https://book.douban.com/subject/2049866/
百年孤独,9.2,https://book.douban.com/subject/6082808/
