salary_min,description,title,salary_max,applications,page_number,location,published,link,found,id
18000.0,A global leading software solutions provider who invests in cutting edge technology is seeking a Junior DevOps Engineer to join their international team. This opportunity is also open to a recent graduate who is looking to begin their career in IT.  The purpose of your role will be to perform software...,Junior DevOps Engineer / Administrator,25000.0,3,7,Malvern,2014-12-12T00:00:00,http://www.reed.co.uk/jobs/junior-devops-engineer-administrator/26195272#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.047245,26195272
," Senior Data Scientist / Algorithm Developer  SVM / K- Mean / Fuzzy / Java /C++ / R /  Python  /Matlab / Hadoop / Analytics / Data Scientist / London / Big Data  A global information services organisation in the heart of London is looking for a highly skilled, creative Data Scientist /Algorithm Developer...",Data Scientist,,2,7,London,2014-12-12T00:00:00,http://www.reed.co.uk/jobs/data-scientist/26194652#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.050734,26194652
," Senior Data Scientist / Algorithm Developer  SVM / K- Mean / Fuzzy / Java /C++ / R /  Python  /Matlab / Hadoop / Analytics / Data Scientist / London / Big Data  A global information services organisation in the heart of London is looking for a highly skilled, creative Data Scientist /Algorithm Developer...",Data Scientist,,3,7,London,2014-12-12T00:00:00,http://www.reed.co.uk/jobs/data-scientist/26194640#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.054277,26194640
40000.0," Job Description  A leading international Wealth Management firm based in Mayfair is currently seeking an experienced Systems Administrator to join their DevOps team. You will have responsibility for building high-throughput, multi-threaded, real-time server applications running in the cloud (Amazon Web...",Linux Systems Administrator,80000.0,0,7,Mayfair,2014-12-24T21:54:54.056586,http://www.reed.co.uk/jobs/linux-systems-administrator/26250110#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.056998,26250110
25000.0," Organisation Description  Lead Software Developer Blackpool £25-30k Our client, a leading digital agency, are seeking a Lead Software Developer to join their team. Developer / Lead Developer / Software / Linux /  Python  / HTML / Blackpool / Lancashire  Job Description  Remit: - Having the ability to maintain...",Lead Software Developer,30000.0,0,7,Blackpool,2014-12-19T21:54:54.059182,http://www.reed.co.uk/jobs/lead-software-developer/26234868#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.059570,26234868
45000.0,"  SIP/ Linux/ Unix/ Voice/ VOIP/ Asterisk/ OpenSIPS/ LAMP/ BASH/PERL/ SED/ AWK/  PYTHON    SIP Support Engineer   Location: Reading  Salary: £40,000 - £50,000  Start Date: ASAP  Currently we are seeking an Open Source SIP Support Engineer with experience of support and development within a LAMP environment...",SIP Support Engineer,50000.0,1,7,Reading,2014-12-11T00:00:00,http://www.reed.co.uk/jobs/sip-support-engineer/26191578#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.062615,26191578
,  Graduate Analyst | Up to £30k | Multiple Locations  Are you looking to begin a career in data and analytics?  Want to work for an innovative company with great scope for career progression?  BENEFITS  Up to £30k p/a + competitive benefits.  THE COMPANY  Join one of the largest financial services companies...,Graduate Analyst  Up to £30k  Multiple Locations,,16,7,England,2014-12-11T00:00:00,http://www.reed.co.uk/jobs/graduate-analyst-up-to-30k-multiple-locations/26191196#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.065073,26191196
50000.0,Looking for a new opportunity in the new year? This is a newly created role for a Senior Web Developer to join a talented and enthusiastic team of developers based in Manchester city centre. This is an award-winning Digital Marketing Agency who have recently further expanded their client portfolio. You...,"Senior Front End Developer, £50,000-£55,000, Manchester",55000.0,0,7,Manchester,2014-12-19T21:54:54.066823,http://www.reed.co.uk/jobs/senior-front-end-developer-50000-55000-manchester/26233245#/jobs?keywords=python&cached=True&pageno=7,2014-12-26T21:54:54.067193,26233245
20000.0," GRADUATE WEB DEVELOPER CAMBRIDGE £20,000 - £25,000  My client based in Cambridge is looking for a passionate Graduate to join there expanding IT Team. World leaders in computer software, this exciting opportunity will give the successful candidate a real opportunity to excel in Software Development....",Graduate Web Developer,25000.0,3,8,Cambridge,2014-12-15T00:00:00,http://www.reed.co.uk/jobs/graduate-web-developer/26205981#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.842883,26205981
30000.0," WEB DEVELOPER CAMBRIDGE £30,000 - £35,000  My client based in Cambridge is looking for a passionate Developer to join there expanding IT Team. World leaders in computer software, this exciting opportunity will give the successful candidate a real opportunity to build upon and learn new skills  Day-to-day...",Web Developer,35000.0,0,8,Cambridge,2014-12-15T00:00:00,http://www.reed.co.uk/jobs/web-developer/26205972#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.845266,26205972
,One of our large investment banking clients Bank of America is looking for a MIS Developer focusing on Data & Visualisation to join the team  This role is for a business facing developer who is able to work with large scale data representation problems. Working as part of a cross business team to...,MIS Developer/ Data & Visualisation,,3,8,London,2014-12-19T21:54:55.847221,http://www.reed.co.uk/jobs/mis-developer-data-visualisation/26230574#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.847535,26230574
45000.0," Senior Embedded Software Engineer - £45k - £55k - Newbury  Embedded, C, C++  £45k - £55k  Newbury, Berkshire  Senior Embedded Software Engineer required by a market leading company located in Newbury. Due to continued expansion the company is looking to add a Senior Embedded Software Engineer to its...",Senior Embedded Software Engineer - £45k - £55k - Newbury,55000.0,1,8,Newbury,2014-12-15T00:00:00,http://www.reed.co.uk/jobs/senior-embedded-software-engineer-45k-55k-newbury/26202620#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.849682,26202620
,"  A great opportunity to apply your C++ Software skills to a high reliability, high throughput, complex product in an environment that offers daily challenges. Your key role will involve the design and implementation of server software components for the company's content distribution network.  We are...",Senior C++ Software Engineer,,4,8,Cambridge,2014-12-10T00:00:00,http://www.reed.co.uk/jobs/senior-c-software-engineer/26184841#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.852069,26184841
30000.0,"  System Administration (Linux/ Freeradius)  My clients is looking for the next superstar to join their profitable growing business You will become a key influential member of the organisation, working closely with development and frontline networking teams. This is a great place to work with excellent...",System Administration Linux/ Freeradius,40000.0,2,8,Milton Keynes,2014-12-09T00:00:00,http://www.reed.co.uk/jobs/system-administration-linux-freeradius/26172290#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.855284,26172290
25000.0,SQL Server DBA/Analyst - Hampshire - £25K - £35K  A UK leading provider and rapidly growing company based in Hampshire is looking to recruit a SQL Server DBA. The main function is to provide Administration and support of existing business critical SQL server databases and processes including data import...,SQL Server DBA/Analyst - Hampshire - £25K-£35K,35000.0,0,8,Hampshire,2014-12-09T00:00:00,http://www.reed.co.uk/jobs/sql-server-dba-analyst-hampshire-25k-35k/26171343#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.858165,26171343
45000.0,"  Our client, based in Cambridge, is looking for a Software Engineer to join their team who are delivering a next generation microwave radio communication system.  The job is to further develop and productise the Management System (EMS) for their product. The EMS is frontend written using HTML/CSS/Javascript...",Software Engineer,60000.0,1,8,Cambridge,2014-12-09T00:00:00,http://www.reed.co.uk/jobs/software-engineer/26170870#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.861244,26170870
50000.0,"  Software Tester - London - Exciting Digital Company - Central London An exciting career opportunity is available for an ambitious, motivated and talented Software Tester / Quality Engineer to join a growing, global digital company at their impressive offices in Central London. As a Software Tester /...",Software Tester - London - Exciting Digital Company,55000.0,8,8,London,2014-12-07T00:00:00,http://www.reed.co.uk/jobs/software-tester-london-exciting-digital-company/26162560#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.863867,26162560
23000.0," Web Application Developer: PHP, LAMP,  Python , Django, Bootstrap, git, github  The Opportunity   This is an excellent opportunity with a growing and ambitious digital agency who are making waves in South Wales and beyond. Due to continued and sustained success they are now recruiting for a strong web...",Web Application Developer,30000.0,2,8,Cardiff,2014-12-05T00:00:00,http://www.reed.co.uk/jobs/web-application-developer/26160051#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.866186,26160051
60000.0," Website Developer, Linux Administrator Unix Developer, Linux Developer, Linux Engineer  The Opportunity  A large government body that roll out digital products across the public sector are seeking a Website Developer/ Linux Administrator  The Role  My client based in Oxford are currently looking to recruit...",Linux Administrator,72000.0,1,8,Oxford,2014-12-04T00:00:00,http://www.reed.co.uk/jobs/linux-administrator/26144677#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.868402,26144677
," Test Systems Engineer (Dyson) Malmesbury, Wiltshire £Excellent Plus 27 Days’ Holiday, Staff Bonus, Contributory Pension, Life Assurance, Childcare Vouchers, Free On-site Professional Advice  Dyson have a rich heritage of cutting-edge design and are renowned for creating ground-breaking and stylistic...",Test Systems Engineer (Dyson),,4,8,Bristol,2014-12-03T00:00:00,http://www.reed.co.uk/jobs/test-systems-engineer-dyson/26138886#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.870572,26138886
,  Graduate Analyst | Up to £30k | Multiple Locations  Are you looking to begin a career in data and analytics?  Want to work for an innovative company with great scope for career progression?  BENEFITS  Up to £30k p/a + competitive benefits.  THE COMPANY  Join one of the largest financial services companies...,Graduate Analyst  Up to £30k  Multiple Locations,,19,8,England,2014-12-01T00:00:00,http://www.reed.co.uk/jobs/graduate-analyst-up-to-30k-multiple-locations/26126161#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.872627,26126161
35000.0," Embedded Software Engineer. Cambridgeshire £35k - £55k  Cooper Lomaz are seeking an Embedded Software Engineer, on behalf of one of our key clients. The candidate of choice will have extensive experience of developing software and hands on coding (Embedded C). You will be committed to the continuing...",Embedded C Engineer,55000.0,3,8,Cambridge,2014-12-01T00:00:00,http://www.reed.co.uk/jobs/embedded-c-engineer/26120588#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.874679,26120588
,  Head of Advanced Analytics  A leading Financial Services company is seeking a Head of Advanced Analytics to lead a small team in a newly re-structured analytics environment. This is an exciting opportunity for you to make a mark in a well-established company with an impressive analytical reputation...,Head of Advanced Analytics - SQL/R,,3,8,London,2014-11-29T00:00:00,http://www.reed.co.uk/jobs/head-of-advanced-analytics-sql-r/26117430#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.876833,26117430
," Linux Application Engineer (RHEL - Shell, Perl,  Python ) - Glasgow - Market Leading salary + Excellent benefits. (Please ask for details).  A rare opportunity has arisen for an experience Linux Application Engineer to join world renowned investment bank based in Glasgow City Centre where you will be responsible...",Linux RHEL Support Engineer,,2,8,Glasgow,2014-11-28T00:00:00,http://www.reed.co.uk/jobs/linux-rhel-support-engineer/26110189#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.879061,26110189
25000.0," PHP Developer, Web Developer, PHP, HTML, CSS,  Python , Java, C#, JavaScript  I am looking for a Senior PHP Developer / Web Developer based in or near Warrington working for an ever expanding digital business. The role can be working within the office or remotely working with the ability to easily commute...",PHP Developer / Web Developer - Warrington,40000.0,3,8,Warrington,2014-11-25T00:00:00,http://www.reed.co.uk/jobs/php-developer-web-developer-warrington/26088260#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.881153,26088260
40000.0,"Linux Systems Developer - West London - £40k - £60k + benefits  Are you passionate about Linux Systems and integrating low level Linux software? Do you want to contribute to Open Source projects? Do you want to be part of a proven, profit making, living and breathing start-up that is not dependent on...",Linux Systems Developer - West London - £40k - £60k  benefits,60000.0,3,8,London,2014-11-25T00:00:00,http://www.reed.co.uk/jobs/linux-systems-developer-west-london-40k-60k-benefits/26087622#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.883462,26087622
50000.0,"  Software Tester - London - Exciting Digital Company - Central London An exciting career opportunity is available for an ambitious, motivated and talented Software Tester / Quality Engineer to join a growing, global digital company at their impressive offices in Central London. As a Software Tester /...",Software Tester - London - Exciting Digital Company,55000.0,22,8,London,2014-11-24T00:00:00,http://www.reed.co.uk/jobs/software-tester-london-exciting-digital-company/26080664#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.887444,26080664
,  Head of Advanced Analytics  A leading Financial Services company is seeking a Head of Advanced Analytics to lead a small team in a newly re-structured analytics environment. This is an exciting opportunity for you to make a mark in a well-established company with an impressive analytical reputation...,Head of Advanced Analytics - SQL/R,,2,8,London,2014-11-22T00:00:00,http://www.reed.co.uk/jobs/head-of-advanced-analytics-sql-r/26074185#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.890885,26074185
84000.0,  Data Scientist - Travel & Logistics   OVERVIEW  Are you an experienced Data Scientist and looking for a unique new career opportunity?  This is a chance to join an established travel company and play a key part in the development of their analytics capabilities. This role will see you working on...,Data Scientist  SQL & R  London  £350-£400pd,96000.0,5,8,London,2014-11-21T00:00:00,http://www.reed.co.uk/jobs/data-scientist-sql-r-london-350-400pd/26072654#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.893477,26072654
," Linux Application Engineer (RHEL - Shell, Perl,  Python ) - Glasgow - £45,000 - £55,000 + Excellent benefits.  A rare opportunity has arisen for an experience Linux Application Engineer to join world renowned investment bank based in Glasgow City Centre where you will be responsible for supporting one...",Linux Application Engineer,,1,8,Glasgow,2014-11-20T00:00:00,http://www.reed.co.uk/jobs/linux-application-engineer/26058572#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.896108,26058572
70000.0,Data Science Analytics Director A bespoke decision sciences division is seeking an experienced Data Science Analytics Director to join their growing team. You will be working with some of the world's most recognizable brands delivering consultancy analytics across digital media analytics and customer...,Data Science Analytics Director,85000.0,3,8,London,2014-11-17T00:00:00,http://www.reed.co.uk/jobs/data-science-analytics-director/26036852#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.899112,26036852
58800.0,"  XML/XSLT Content Engineer - Brand new industry leading projects (1 year contract)  We are looking for an XML/XSLT Content Engineer with experience of creating new publications using technologies such as XML, XSLT and  Python , join a global media & publishing organisation based in Woking, Surrey....",XML/XSLT Content Engineer - Brand new industry leading projects,63600.0,2,8,Woking,2014-11-16T00:00:00,http://www.reed.co.uk/jobs/xml-xslt-content-engineer-brand-new-industry-leading-projects/26028010#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.901404,26028010
30000.0,"  Data Scientist - Start Up London  £45,000 + benefits    An excellent role has arisen with an innovative and exploratory data science consultancy based in Central London, who deliver cutting edge solutions to a range of leading UK brands. This a unique opportunity to join pioneers in the field of data...",Data Scientist - Start Up,45000.0,19,8,London,2014-11-15T00:00:00,http://www.reed.co.uk/jobs/data-scientist-start-up/26027429#/jobs?keywords=python&cached=True&pageno=8,2014-12-26T21:54:55.903579,26027429
58800.0,"  XML/XSLT Content Engineer - Brand new industry leading projects (1 year contract)  We are looking for an XML/XSLT Content Engineer with experience of creating new publications using technologies such as XML, XSLT and  Python , join a global media & publishing organisation based in Woking, Surrey....",XML/XSLT Content Engineer - Brand new industry leading projects,63600.0,1,9,Woking,2014-11-10T00:00:00,http://www.reed.co.uk/jobs/xml-xslt-content-engineer-brand-new-industry-leading-projects/25988133#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.195142,25988133
,  Head of Advanced Analytics  A leading Financial Services company is seeking a Head of Advanced Analytics to lead a small team in a newly re-structured analytics environment. This is an exciting opportunity for you to make a mark in a well-established company with an impressive analytical reputation...,Head of Advanced Analytics - SQL/R,,1,9,London,2014-11-08T00:00:00,http://www.reed.co.uk/jobs/head-of-advanced-analytics-sql-r/25981394#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.197396,25981394
30000.0,"  Senior Embedded Software Test Engineer - Perl   Cambridge (UK), Great Company   Up to £40K + Bens, free lunch, etc.   Contact kariATedentechnical.com     Keywords: Software Test Embedded Perl automated testing Tcl  Python  bash C  My client is a pioneering and world leading provider of w... ",Software Embedded Test Engineer - Perl,40000.0,3,9,Cambridge,2014-11-07T00:00:00,http://www.reed.co.uk/jobs/software-embedded-test-engineer-perl/25980880#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.199513,25980880
37000.0,"  Senior Firmware/Embedded Software Engineer - Bluetooth Smart Energy products   Keywords: Firmware, Embedded Software Engineer C Bluetooth WiFi Energy  Python    Cambridge (UK), Great Company   Up to £44K + Bens, free lunch, etc.  Great company, great team and interesting work   kariATedentechnical.com...",Senior Firmware/Embedded Software Engineer - Bluetooth Smart,44000.0,2,9,Cambridge,2014-11-07T00:00:00,http://www.reed.co.uk/jobs/senior-firmware-embedded-software-engineer-bluetooth-smart/25980760#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.201708,25980760
35000.0,  Job Dimensions    Delivery of Test Reports against Test Plans for new product/feature introduction.   Generation and control of Test Plans and Test Reports against software release.   Deployment and control of hardware and software in the Product Verification test lab.    Main Tasks and Responsibilities...,Product Verification Engineer,40000.0,2,9,Coventry,2014-11-07T00:00:00,http://www.reed.co.uk/jobs/product-verification-engineer/25978155#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.204340,25978155
," Linux Web Server Systems Engineer Cambridge, Cambridgeshire c£50,000  Our client has developed a range of innovative website solutions for contact centres and customer-focused businesses. An excellent opportunity has now arisen for a Linux Web Server Systems Engineer to join their team.  If you have...",Linux Web Server Systems Engineer,,0,9,Cambridge,2014-12-22T21:55:00.206843,http://www.reed.co.uk/jobs/linux-web-server-systems-engineer/26240344#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.207329,26240344
48000.0," An internationally renowned AAA Games Studio, who develop one of the most successful game franchises of all time, urgently seek a pro-active C++ Software Engineer to join their award winning team on an initial 6-12 month long contract.  Role: C++ Software Engineer, C++ Engineer, Audio Engineer, Audio...",C++ Developer,57600.0,0,9,Leicester,2014-12-17T00:00:00,http://www.reed.co.uk/jobs/c-developer/26221735#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.210044,26221735
48000.0," An internationally renowned AAA Games Studio, who develop one of the most successful game franchises of all time, urgently seek a pro-active C# Developer to join their award winning team on an initial 6-12 month long contract.  Role: C# Developer, C++ Developer, Tools Programmer, Build Programmer, C#...",C# Developer,57600.0,0,9,Leicester,2014-12-17T00:00:00,http://www.reed.co.uk/jobs/c-developer/26221470#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.212989,26221470
48000.0," An internationally renowned AAA Games Studio, who develop one of the most successful game franchises of all time, urgently seek a pro-active C++ Software Engineer to join their award winning team on an initial 6 – 12 month long contract.  Role: C++ Software Engineer, Software Engineer, Software Architect...",C# Software Engineer,57600.0,1,9,Leicester,2014-12-16T00:00:00,http://www.reed.co.uk/jobs/c-software-engineer/26214520#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.215673,26214520
25000.0,"Software Developer - Cardiff - £25,000 - £45,000 Candidate Key words - software, agile, development, r&d, digital, application, programme, technology, JavaScript, PHP, Java, Ruby, C#, C++ or  Python , scrum, OOP, TDD, BDD Commutable from - Cardiff Area, Newport, Bridgend, Caerphilly, Bristol A number...",Software Developer,45000.0,1,9,Cardiff,2014-12-24T21:55:00.217528,http://www.reed.co.uk/jobs/software-developer/26253236#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.217889,26253236
,"  Product Engineer - Nr Chelmsford - Salary Negotiable, 33 days holiday rising to 43 with service, Contributory Pension of 6%, Private Health for you, your spouse and children under 21, Life Insurance 4 x annual salary, peaceful environment in a rural location  Working within the Product Engineering Department...",Product Engineer,,2,9,Chelmsford,2014-12-24T21:55:00.219752,http://www.reed.co.uk/jobs/product-engineer/26251236#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.220070,26251236
35000.0,"  Big Data Architect - Hadoop, Hive, Pig, Kafka or Storm  A Big Data Architect - Hadoop, Hive, Pig, Kafka or Storm is required to join an innovative and highly data driven organisation. This company is truly at the cutting edge of their industry. You will get the chance to work with a talented team and...","Big Data Architect - Hadoop, Hive, Pig, Kafka or Storm",55000.0,2,9,Manchester,2014-12-15T00:00:00,http://www.reed.co.uk/jobs/big-data-architect-hadoop-hive-pig-kafka-or-storm/26206843#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.222190,26206843
,"  Support Software Developer - C++, C# .NET - Nottingham - £45k + Benefits   Support Software Developer, Software Engineer, C++, C# .NET, Protocols, SIP, RTP, Wire Shark,  Python , Silverlight, SIP, RTP, East Midlands, Nottingham, Nottingham.  This is an excellent opportunity to join a successful company...","Support Software Developer - C++, C# .NET",,3,9,Nottingham,2014-12-11T00:00:00,http://www.reed.co.uk/jobs/support-software-developer-c-c-net/26187243#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.224412,26187243
25000.0," We are looking for a number of C or C++ or  Python  Graduate Software Engineers to join our clients Graduate Software Development training programme at their R&D office in Hertfordshire (25 min direct train commute from Euston, Central London). The Graduate scheme includes real development projects...",Graduate Software Engineer C or C++,30000.0,100,9,London,2014-12-10T00:00:00,http://www.reed.co.uk/jobs/graduate-software-engineer-c-or-c/23220057#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.226521,23220057
30000.0," Front-End Developer  My Client is a fast-moving start-up near Reading with high-profile clients, specializing in technology for retailers. We are looking to hire an enthusiastic, experienced Front-end developer.  The ideal candidate is a quick learning, dynamic problem-solver who can work well in a team...",Front-End Developer,50000.0,3,9,Reading,2014-12-09T00:00:00,http://www.reed.co.uk/jobs/front-end-developer/26178181#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.228669,26178181
72000.0," An internationally renowned AAA Games Studio, who develop one of the most successful game franchises of all time, urgently seek an experienced System Programmer, with effective communication and teamwork skills, to join their award winning team on an initial 9 month long contract.  Role: System Programmer...",System Programmer,84000.0,2,9,Guildford,2014-11-24T00:00:00,http://www.reed.co.uk/jobs/system-programmer/26081420#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.230818,26081420
,"  Java Developer - Online Search Brand - Reading - To £55k + bonus and benefits   Our client is a leading online search brand looking to add to its world-class cross-functional team, building and enhancing the online product channels. As a Java Software Engineer, you will be instrumental in the building...",Java Developer - Online Search - Reading - To £55k plus bonus,,7,9,Reading,2014-11-24T00:00:00,http://www.reed.co.uk/jobs/java-developer-online-search-reading-to-55k-plus-bonus/26033638#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.232977,26033638
28000.0,"  DevOps Engineer - Leading Online Gaming Company - Gibraltar   £28,000 - £35,000 + Excellent Bonus and Benefits Package  Are you an experienced DevOps Engineer with excellent knowledge of Jenkins? Would you be interested to work in Malaga or Gibraltar (On the Southern tip of Spain)?   How can we persuade...",DevOps Engineer - IT Gaming - Gibraltar,35000.0,4,9,Gibraltar,2014-11-14T00:00:00,http://www.reed.co.uk/jobs/devops-engineer-it-gaming-gibraltar/26025925#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.235019,26025925
30000.0,"  Business Intelligence Analyst / Developer | E-commerce | Peterborough | £30,000-£35,000  A large multi-channelled E-commerce brand with a significant global presence are looking for a Business Intelligence Analyst/Developer to join their online team. The role will sit in the BI team, which the company...",Business Intelligence Analyst/Developer  E-commerce,35000.0,3,9,Peterborough,2014-11-09T00:00:00,http://www.reed.co.uk/jobs/business-intelligence-analyst-developer-e-commerce/25981783#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.237180,25981783
,"  QA Engineer - ERP Software - up to £40,000 Newbury  Xperian Recruitment are urgently looking for a QA Engineer for a market leader in the supply of ERP (Enterprise Resource Planning) designed for an incredibly wide range of distribution, retail and supplies networks.  They are looking for an experienced...","QA Engineer - ERP Software - up to £40,000 Newbury",,0,9,Hungerford,2014-12-11T00:00:00,http://www.reed.co.uk/jobs/qa-engineer-erp-software-up-to-40000-newbury/26192078#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.240588,26192078
,"  QA Engineer - ERP Software - Junior Level up to £32K Newbury  Xperian Recruitment are urgently looking for a Junior level QA Engineer for a market leader in the supply of ERP (Enterprise Resource Planning) designed for an incredibly wide range of distribution, retail and supplies networks.  They are...",QA Engineer - ERP Software - Junior Level up to £32K Newbury,,0,9,Hungerford,2014-12-11T00:00:00,http://www.reed.co.uk/jobs/qa-engineer-erp-software-junior-level-up-to-32k-newbury/26192011#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.244132,26192011
30000.0," Fasthosts is one of the fastest growing technology businesses in the UK. As a growing SME in this rapid moving internet industry, we offer fantastic careers, creating real opportunities for candidates wishing to become part of an ambitious team. Fasthosts has a successful track record and proven business...","C#, Delphi, PHP Developer",45000.0,4,9,Gloucester,2014-11-18T00:00:00,http://www.reed.co.uk/jobs/c-delphi-php-developer/26042748#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.246904,26042748
30000.0,"  Embedded Software Engineer - auto computer home mobile   Keywords: Bluetooth real-time embedded C assembler automotive navigation infotainment document imaging connect home wireless audio WiFi GPS GPNSS JPEG MPEG DSP broadband Perl  Python  Tcl   Cambridge (UK), Great Company   Up to £40K + Bens, free...",Embedded Software Engineer - Auto Computer Home Mobile Markets,40000.0,4,9,Cambridge,2014-11-07T00:00:00,http://www.reed.co.uk/jobs/embedded-software-engineer-auto-computer-home-mobile-markets/25980864#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.250052,25980864
42000.0,"  Keywords: Software Engineer C C++ Java Perl  Python  Linux Android Audio Video Connectivity   Bristol (UK), Great Company   Up to £53K + Bens, free lunch, etc.  Great company, great team and interesting work   kariATedentechnical.com    The primary role of the Staff Software Engineer, within this Connectivity...",Staff Software Engineer C Java Linux Android Audio Video,53000.0,5,9,Bristol,2014-11-07T00:00:00,http://www.reed.co.uk/jobs/staff-software-engineer-c-java-linux-android-audio-video/25971855#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.252871,25971855
,  Are you a talent web developer who has experience in building web applications? Then what are you waiting for.. APPLY NOW   This is an opportunity for the right candidate to join a fantastic exciting company that is looking to rapidly grow over 2015  My Client is based in the heart of Central London...,Web Application Developer - Central London,,2,9,London,2014-12-18T00:00:00,http://www.reed.co.uk/jobs/web-application-developer-central-london/26226985#/jobs?keywords=python&cached=True&pageno=9,2014-12-26T21:55:00.255125,26226985
, Job Description  Bioinformatician Cambridge Competitive salary and benefits My client are a leading provider of translational genomics research tools and they are looking for a candidate to provide bioinformatic support including data modelling and statistical analysis at their Cambridge site. The role...,Bioinformatician,,0,10,Cambridge,2014-12-22T21:55:04.081312,http://www.reed.co.uk/jobs/bioinformatician/26239939#/jobs?keywords=python&cached=True&pageno=10,2014-12-26T21:55:04.081640,26239939
30000.0,"  Role description:  The team perform commercial investigations to discover patterns/trends of fraud. You will be taking responsibility for analysing large amounts of data and developing innovative analytics solutions in state of the art computer labs, using cutting edge technology and advanced data analytics...","Forensic Data Analytics, SQL, SAS, London from £30k to £50k",50000.0,2,10,London,2014-12-17T00:00:00,http://www.reed.co.uk/jobs/forensic-data-analytics-sql-sas-london-from-30k-to-50k/26216636#/jobs?keywords=python&cached=True&pageno=10,2014-12-26T21:55:04.084091,26216636
, Our client is a market leading engineering software organisation with continued growth and success within the manufacturing industry. With an expanding portfolio of international clients we are seeking to bring on-board a software developer to join the development team.  The role This is a fantastic...,"Software Developer, Nottingham, £Flexible",,2,10,Nottingham,2014-12-16T00:00:00,http://www.reed.co.uk/jobs/software-developer-nottingham-flexible/26214970#/jobs?keywords=python&cached=True&pageno=10,2014-12-26T21:55:04.087198,26214970
